OG,len,i,sp
OG0002900,551,KAG5479833.1,Leishmania_orientalis
OG0003670,257,KAG5479853.1,Leishmania_orientalis
OG0003912,483,KAG5479860.1,Leishmania_orientalis
OG0003030,479,KAG5479868.1,Leishmania_orientalis
OG0004144,221,KAG5479869.1,Leishmania_orientalis
OG0003726,1034,KAG5479870.1,Leishmania_orientalis
OG0002603,580,KAG5479875.1,Leishmania_orientalis
OG0002567,526,KAG5479883.1,Leishmania_orientalis
OG0003033,394,KAG5479884.1,Leishmania_orientalis
OG0003483,438,KAG5479886.1,Leishmania_orientalis
OG0003858,535,KAG5479887.1,Leishmania_orientalis
OG0004033,340,KAG5479898.1,Leishmania_orientalis
OG0003658,175,KAG5479899.1,Leishmania_orientalis
OG0003632,231,KAG5479907.1,Leishmania_orientalis
OG0004134,178,KAG5479908.1,Leishmania_orientalis
OG0002895,358,KAG5479911.1,Leishmania_orientalis
OG0003550,303,KAG5479913.1,Leishmania_orientalis
OG0002742,249,KAG5479914.1,Leishmania_orientalis
OG0002733,244,KAG5479918.1,Leishmania_orientalis
OG0003992,282,KAG5479182.1,Leishmania_orientalis
OG0004251,859,KAG5479185.1,Leishmania_orientalis
OG0003386,561,KAG5479187.1,Leishmania_orientalis
OG0003925,349,KAG5479189.1,Leishmania_orientalis
OG0003286,1134,KAG5479207.1,Leishmania_orientalis
OG0003122,439,KAG5479208.1,Leishmania_orientalis
OG0002981,437,KAG5479211.1,Leishmania_orientalis
OG0003662,183,KAG5479212.1,Leishmania_orientalis
OG0003177,491,KAG5479213.1,Leishmania_orientalis
OG0003984,459,KAG5479214.1,Leishmania_orientalis
OG0002639,444,KAG5479216.1,Leishmania_orientalis
OG0004190,157,KAG5479221.1,Leishmania_orientalis
OG0003294,1136,KAG5479234.1,Leishmania_orientalis
OG0003599,302,KAG5479235.1,Leishmania_orientalis
OG0003595,279,KAG5479239.1,Leishmania_orientalis
OG0002527,935,KAG5479242.1,Leishmania_orientalis
OG0004059,549,KAG5479243.1,Leishmania_orientalis
OG0003346,912,KAG5479252.1,Leishmania_orientalis
OG0003861,678,KAG5479257.1,Leishmania_orientalis
OG0002587,705,KAG5479262.1,Leishmania_orientalis
OG0003497,449,KAG5479268.1,Leishmania_orientalis
OG0002894,630,KAG5479285.1,Leishmania_orientalis
OG0003936,362,KAG5479287.1,Leishmania_orientalis
OG0003826,596,KAG5479288.1,Leishmania_orientalis
OG0004085,267,KAG5479289.1,Leishmania_orientalis
OG0003476,412,KAG5479290.1,Leishmania_orientalis
OG0003429,444,KAG5479298.1,Leishmania_orientalis
OG0003258,244,KAG5479304.1,Leishmania_orientalis
OG0002606,618,KAG5479306.1,Leishmania_orientalis
OG0004014,338,KAG5479315.1,Leishmania_orientalis
OG0002649,433,KAG5478378.1,Leishmania_orientalis
OG0003400,477,KAG5478380.1,Leishmania_orientalis
OG0004090,332,KAG5478384.1,Leishmania_orientalis
OG0002651,420,KAG5478385.1,Leishmania_orientalis
OG0003131,330,KAG5478409.1,Leishmania_orientalis
OG0003556,220,KAG5478413.1,Leishmania_orientalis
OG0003717,108,KAG5478414.1,Leishmania_orientalis
OG0004027,338,KAG5478431.1,Leishmania_orientalis
OG0003588,380,KAG5478446.1,Leishmania_orientalis
OG0002543,704,KAG5478455.1,Leishmania_orientalis
OG0003972,614,KAG5478463.1,Leishmania_orientalis
OG0003466,441,KAG5478464.1,Leishmania_orientalis
OG0002991,472,KAG5478488.1,Leishmania_orientalis
OG0003719,157,KAG5478491.1,Leishmania_orientalis
OG0003323,1071,KAG5478498.1,Leishmania_orientalis
OG0004107,449,KAG5478517.1,Leishmania_orientalis
OG0003021,443,KAG5478525.1,Leishmania_orientalis
OG0003324,510,KAG5478530.1,Leishmania_orientalis
OG0003461,441,KAG5478531.1,Leishmania_orientalis
OG0002973,491,KAG5478534.1,Leishmania_orientalis
OG0002518,551,KAG5478536.1,Leishmania_orientalis
OG0002513,776,KAG5478552.1,Leishmania_orientalis
OG0003314,710,KAG5478553.1,Leishmania_orientalis
OG0004021,429,KAG5478554.1,Leishmania_orientalis
OG0004113,247,KAG5478559.1,Leishmania_orientalis
OG0004257,869,KAG5478572.1,Leishmania_orientalis
OG0003989,245,KAG5478578.1,Leishmania_orientalis
OG0003154,794,KAG5478585.1,Leishmania_orientalis
OG0003333,490,KAG5477893.1,Leishmania_orientalis
OG0002775,166,KAG5477895.1,Leishmania_orientalis
OG0002579,439,KAG5477897.1,Leishmania_orientalis
OG0003754,555,KAG5477902.1,Leishmania_orientalis
OG0003767,242,KAG5477906.1,Leishmania_orientalis
OG0003405,535,KAG5477907.1,Leishmania_orientalis
OG0002519,466,KAG5477914.1,Leishmania_orientalis
OG0002859,686,KAG5477918.1,Leishmania_orientalis
OG0003574,307,KAG5477934.1,Leishmania_orientalis
OG0003057,276,KAG5477938.1,Leishmania_orientalis
OG0002818,794,KAG5477943.1,Leishmania_orientalis
OG0002596,536,KAG5477958.1,Leishmania_orientalis
OG0004171,409,KAG5477976.1,Leishmania_orientalis
OG0002737,210,KAG5477992.1,Leishmania_orientalis
OG0003012,936,KAG5478002.1,Leishmania_orientalis
OG0003551,313,KAG5478011.1,Leishmania_orientalis
OG0003467,107,KAG5478013.1,Leishmania_orientalis
OG0003582,254,KAG5478022.1,Leishmania_orientalis
OG0004109,200,KAG5478033.1,Leishmania_orientalis
OG0003686,166,KAG5478049.1,Leishmania_orientalis
OG0002547,607,KAG5478058.1,Leishmania_orientalis
OG0003482,388,KAG5478065.1,Leishmania_orientalis
OG0003043,469,KAG5478066.1,Leishmania_orientalis
OG0002921,833,KAG5478068.1,Leishmania_orientalis
OG0004078,252,KAG5478075.1,Leishmania_orientalis
OG0004039,244,KAG5478078.1,Leishmania_orientalis
OG0003985,366,KAG5478089.1,Leishmania_orientalis
OG0003214,143,KAG5478100.1,Leishmania_orientalis
OG0004273,218,KAG5478102.1,Leishmania_orientalis
OG0004145,293,KAG5478105.1,Leishmania_orientalis
OG0003326,501,KAG5478106.1,Leishmania_orientalis
OG0002749,1016,KAG5478112.1,Leishmania_orientalis
OG0002759,164,KAG5478116.1,Leishmania_orientalis
OG0004199,163,KAG5478126.1,Leishmania_orientalis
OG0004099,257,KAG5478128.1,Leishmania_orientalis
OG0004267,594,KAG5477153.1,Leishmania_orientalis
OG0002918,698,KAG5477169.1,Leishmania_orientalis
OG0002605,441,KAG5477170.1,Leishmania_orientalis
OG0002528,661,KAG5477178.1,Leishmania_orientalis
OG0002614,676,KAG5477180.1,Leishmania_orientalis
OG0004163,190,KAG5477183.1,Leishmania_orientalis
OG0003610,301,KAG5477189.1,Leishmania_orientalis
OG0003710,127,KAG5477212.1,Leishmania_orientalis
OG0003203,254,KAG5477219.1,Leishmania_orientalis
OG0002984,431,KAG5477231.1,Leishmania_orientalis
OG0002674,424,KAG5477233.1,Leishmania_orientalis
OG0003421,245,KAG5477250.1,Leishmania_orientalis
OG0002583,616,KAG5477256.1,Leishmania_orientalis
OG0003484,427,KAG5477262.1,Leishmania_orientalis
OG0002962,657,KAG5477263.1,Leishmania_orientalis
OG0003481,473,KAG5477272.1,Leishmania_orientalis
OG0003609,266,KAG5477274.1,Leishmania_orientalis
OG0002944,491,KAG5477278.1,Leishmania_orientalis
OG0002713,510,KAG5477279.1,Leishmania_orientalis
OG0003741,774,KAG5477284.1,Leishmania_orientalis
OG0003698,145,KAG5477301.1,Leishmania_orientalis
OG0003547,523,KAG5477303.1,Leishmania_orientalis
OG0002763,237,KAG5477304.1,Leishmania_orientalis
OG0003005,350,KAG5477311.1,Leishmania_orientalis
OG0003577,309,KAG5477317.1,Leishmania_orientalis
OG0003934,443,KAG5477326.1,Leishmania_orientalis
OG0003986,481,KAG5477332.1,Leishmania_orientalis
OG0004157,221,KAG5477333.1,Leishmania_orientalis
OG0002558,550,KAG5477346.1,Leishmania_orientalis
OG0002778,156,KAG5477348.1,Leishmania_orientalis
OG0003952,334,KAG5477350.1,Leishmania_orientalis
OG0004128,293,KAG5477357.1,Leishmania_orientalis
OG0003393,445,KAG5477358.1,Leishmania_orientalis
OG0003938,436,KAG5477362.1,Leishmania_orientalis
OG0003503,330,KAG5477364.1,Leishmania_orientalis
OG0003023,453,KAG5477369.1,Leishmania_orientalis
OG0003416,389,KAG5477376.1,Leishmania_orientalis
OG0003759,573,KAG5477378.1,Leishmania_orientalis
OG0002712,250,KAG5477383.1,Leishmania_orientalis
OG0002688,362,KAG5476030.1,Leishmania_orientalis
OG0002783,973,KAG5476032.1,Leishmania_orientalis
OG0003863,307,KAG5476033.1,Leishmania_orientalis
OG0004132,235,KAG5476038.1,Leishmania_orientalis
OG0002746,263,KAG5476043.1,Leishmania_orientalis
OG0003446,406,KAG5476047.1,Leishmania_orientalis
OG0003544,314,KAG5476049.1,Leishmania_orientalis
OG0002592,606,KAG5476054.1,Leishmania_orientalis
OG0002760,669,KAG5476058.1,Leishmania_orientalis
OG0003009,342,KAG5476061.1,Leishmania_orientalis
OG0004138,267,KAG5476065.1,Leishmania_orientalis
OG0004075,328,KAG5476075.1,Leishmania_orientalis
OG0004240,144,KAG5476082.1,Leishmania_orientalis
OG0003351,670,KAG5476084.1,Leishmania_orientalis
OG0003444,332,KAG5476085.1,Leishmania_orientalis
OG0002662,1459,KAG5476090.1,Leishmania_orientalis
OG0004245,132,KAG5476105.1,Leishmania_orientalis
OG0003052,416,KAG5476111.1,Leishmania_orientalis
OG0003534,149,KAG5476114.1,Leishmania_orientalis
OG0003083,402,KAG5476117.1,Leishmania_orientalis
OG0003182,171,KAG5476118.1,Leishmania_orientalis
OG0002533,686,KAG5476119.1,Leishmania_orientalis
OG0003660,1392,KAG5476124.1,Leishmania_orientalis
OG0003855,537,KAG5476139.1,Leishmania_orientalis
OG0002676,679,KAG5476142.1,Leishmania_orientalis
OG0002947,644,KAG5476144.1,Leishmania_orientalis
OG0002542,700,KAG5476149.1,Leishmania_orientalis
OG0002907,590,KAG5476153.1,Leishmania_orientalis
OG0003642,278,KAG5476156.1,Leishmania_orientalis
OG0003829,590,KAG5476160.1,Leishmania_orientalis
OG0004115,194,KAG5476162.1,Leishmania_orientalis
OG0002949,537,KAG5476165.1,Leishmania_orientalis
OG0002593,722,KAG5476172.1,Leishmania_orientalis
OG0003426,431,KAG5476189.1,Leishmania_orientalis
OG0003454,352,KAG5476195.1,Leishmania_orientalis
OG0004011,625,KAG5476209.1,Leishmania_orientalis
OG0003569,418,KAG5476213.1,Leishmania_orientalis
OG0002845,732,KAG5476216.1,Leishmania_orientalis
OG0003494,325,KAG5476219.1,Leishmania_orientalis
OG0004067,340,KAG5476231.1,Leishmania_orientalis
OG0004060,534,KAG5476247.1,Leishmania_orientalis
OG0004264,813,KAG5476252.1,Leishmania_orientalis
OG0003825,734,KAG5476253.1,Leishmania_orientalis
OG0003161,267,KAG5476254.1,Leishmania_orientalis
OG0003859,405,KAG5476256.1,Leishmania_orientalis
OG0002770,221,KAG5476274.1,Leishmania_orientalis
OG0003094,384,KAG5476293.1,Leishmania_orientalis
OG0002696,285,KAG5476298.1,Leishmania_orientalis
OG0004149,267,KAG5476299.1,Leishmania_orientalis
OG0002638,465,KAG5475494.1,Leishmania_orientalis
OG0003587,1028,KAG5475495.1,Leishmania_orientalis
OG0003091,331,KAG5475509.1,Leishmania_orientalis
OG0003208,179,KAG5475511.1,Leishmania_orientalis
OG0003636,238,KAG5475512.1,Leishmania_orientalis
OG0003049,372,KAG5475513.1,Leishmania_orientalis
OG0002777,150,KAG5475520.1,Leishmania_orientalis
OG0003412,494,KAG5475523.1,Leishmania_orientalis
OG0003941,429,KAG5475525.1,Leishmania_orientalis
OG0002611,1569,KAG5475529.1,Leishmania_orientalis
OG0003031,329,KAG5475533.1,Leishmania_orientalis
OG0004045,330,KAG5475536.1,Leishmania_orientalis
OG0003794,631,KAG5475537.1,Leishmania_orientalis
OG0003793,690,KAG5475538.1,Leishmania_orientalis
OG0003982,357,KAG5475541.1,Leishmania_orientalis
OG0003062,360,KAG5475544.1,Leishmania_orientalis
OG0003237,570,KAG5475546.1,Leishmania_orientalis
OG0003760,597,KAG5475548.1,Leishmania_orientalis
OG0002791,890,KAG5475552.1,Leishmania_orientalis
OG0003202,167,KAG5475554.1,Leishmania_orientalis
OG0002653,410,KAG5475561.1,Leishmania_orientalis
OG0004146,201,KAG5475563.1,Leishmania_orientalis
OG0002768,207,KAG5475593.1,Leishmania_orientalis
OG0002729,220,KAG5475604.1,Leishmania_orientalis
OG0002795,668,KAG5475613.1,Leishmania_orientalis
OG0003342,413,KAG5475614.1,Leishmania_orientalis
OG0003884,513,KAG5475615.1,Leishmania_orientalis
OG0003116,321,KAG5475617.1,Leishmania_orientalis
OG0003354,529,KAG5475618.1,Leishmania_orientalis
OG0002642,399,KAG5475623.1,Leishmania_orientalis
OG0003983,433,KAG5475628.1,Leishmania_orientalis
OG0004236,144,KAG5475635.1,Leishmania_orientalis
OG0003491,334,KAG5475641.1,Leishmania_orientalis
OG0003302,693,KAG5475643.1,Leishmania_orientalis
OG0004197,157,KAG5475644.1,Leishmania_orientalis
OG0002710,432,KAG5475651.1,Leishmania_orientalis
OG0002823,841,KAG5475657.1,Leishmania_orientalis
OG0002622,570,KAG5475668.1,Leishmania_orientalis
OG0003981,622,KAG5475682.1,Leishmania_orientalis
OG0002771,140,KAG5475686.1,Leishmania_orientalis
OG0003279,961,KAG5475690.1,Leishmania_orientalis
OG0004167,424,KAG5475692.1,Leishmania_orientalis
OG0004130,197,KAG5475696.1,Leishmania_orientalis
OG0003215,148,KAG5475705.1,Leishmania_orientalis
OG0003115,375,KAG5475712.1,Leishmania_orientalis
OG0003462,386,KAG5475714.1,Leishmania_orientalis
OG0002745,241,KAG5475716.1,Leishmania_orientalis
OG0003537,345,KAG5475718.1,Leishmania_orientalis
OG0004076,395,KAG5475722.1,Leishmania_orientalis
OG0003006,511,KAG5475746.1,Leishmania_orientalis
OG0002997,604,KAG5475752.1,Leishmania_orientalis
OG0003914,454,KAG5475753.1,Leishmania_orientalis
OG0002633,485,KAG5474568.1,Leishmania_orientalis
OG0004170,205,KAG5474573.1,Leishmania_orientalis
OG0003635,373,KAG5474578.1,Leishmania_orientalis
OG0003355,586,KAG5474582.1,Leishmania_orientalis
OG0003233,608,KAG5474586.1,Leishmania_orientalis
OG0004015,297,KAG5474587.1,Leishmania_orientalis
OG0002697,249,KAG5474589.1,Leishmania_orientalis
OG0004025,343,KAG5474593.1,Leishmania_orientalis
OG0002785,992,KAG5474595.1,Leishmania_orientalis
OG0003193,939,KAG5474608.1,Leishmania_orientalis
OG0002798,713,KAG5474614.1,Leishmania_orientalis
OG0003050,385,KAG5474615.1,Leishmania_orientalis
OG0002928,555,KAG5474638.1,Leishmania_orientalis
OG0003840,430,KAG5474640.1,Leishmania_orientalis
OG0003299,508,KAG5474645.1,Leishmania_orientalis
OG0004214,149,KAG5474648.1,Leishmania_orientalis
OG0003769,501,KAG5474649.1,Leishmania_orientalis
OG0002732,532,KAG5474652.1,Leishmania_orientalis
OG0003226,799,KAG5474658.1,Leishmania_orientalis
OG0003205,188,KAG5474662.1,Leishmania_orientalis
OG0003418,411,KAG5474663.1,Leishmania_orientalis
OG0004180,126,KAG5474665.1,Leishmania_orientalis
OG0002773,144,KAG5474666.1,Leishmania_orientalis
OG0003035,852,KAG5474680.1,Leishmania_orientalis
OG0004268,769,KAG5474722.1,Leishmania_orientalis
OG0003067,389,KAG5474729.1,Leishmania_orientalis
OG0003130,290,KAG5474731.1,Leishmania_orientalis
OG0002879,1133,KAG5474739.1,Leishmania_orientalis
OG0003895,584,KAG5474751.1,Leishmania_orientalis
OG0002594,467,KAG5474760.1,Leishmania_orientalis
OG0003488,681,KAG5474769.1,Leishmania_orientalis
OG0002851,766,KAG5474778.1,Leishmania_orientalis
OG0004092,553,KAG5474784.1,Leishmania_orientalis
OG0003328,582,KAG5474785.1,Leishmania_orientalis
OG0004231,137,KAG5474789.1,Leishmania_orientalis
OG0002654,386,KAG5474790.1,Leishmania_orientalis
OG0003583,328,KAG5474802.1,Leishmania_orientalis
OG0004250,927,KAG5474808.1,Leishmania_orientalis
OG0003427,405,KAG5474816.1,Leishmania_orientalis
OG0003391,691,KAG5474819.1,Leishmania_orientalis
OG0004088,276,KAG5474820.1,Leishmania_orientalis
OG0004122,244,KAG5474821.1,Leishmania_orientalis
OG0003570,335,KAG5474829.1,Leishmania_orientalis
OG0002659,386,KAG5474831.1,Leishmania_orientalis
OG0003365,495,KAG5474832.1,Leishmania_orientalis
OG0003275,352,KAG5474840.1,Leishmania_orientalis
OG0004212,143,KAG5474846.1,Leishmania_orientalis
OG0003038,419,KAG5474850.1,Leishmania_orientalis
OG0003589,289,KAG5474860.1,Leishmania_orientalis
OG0002849,605,KAG5474862.1,Leishmania_orientalis
OG0003431,473,KAG5474874.1,Leishmania_orientalis
OG0003204,169,KAG5474890.1,Leishmania_orientalis
OG0003159,1047,KAG5473381.1,Leishmania_orientalis
OG0003910,467,KAG5473382.1,Leishmania_orientalis
OG0003592,283,KAG5473383.1,Leishmania_orientalis
OG0003129,251,KAG5473386.1,Leishmania_orientalis
OG0002942,535,KAG5473389.1,Leishmania_orientalis
OG0003729,909,KAG5473391.1,Leishmania_orientalis
OG0004010,337,KAG5473393.1,Leishmania_orientalis
OG0002714,265,KAG5473400.1,Leishmania_orientalis
OG0003627,976,KAG5473401.1,Leishmania_orientalis
OG0002903,428,KAG5473412.1,Leishmania_orientalis
OG0004216,174,KAG5473414.1,Leishmania_orientalis
OG0002784,975,KAG5473416.1,Leishmania_orientalis
OG0003163,260,KAG5473417.1,Leishmania_orientalis
OG0003360,564,KAG5473420.1,Leishmania_orientalis
OG0003959,448,KAG5473422.1,Leishmania_orientalis
OG0003929,364,KAG5473424.1,Leishmania_orientalis
OG0002774,139,KAG5473427.1,Leishmania_orientalis
OG0004217,138,KAG5473442.1,Leishmania_orientalis
OG0002940,735,KAG5473443.1,Leishmania_orientalis
OG0004112,278,KAG5473444.1,Leishmania_orientalis
OG0002861,683,KAG5473451.1,Leishmania_orientalis
OG0002523,601,KAG5473454.1,Leishmania_orientalis
OG0002890,640,KAG5473456.1,Leishmania_orientalis
OG0002580,491,KAG5473468.1,Leishmania_orientalis
OG0002946,452,KAG5473471.1,Leishmania_orientalis
OG0003036,337,KAG5473473.1,Leishmania_orientalis
OG0002805,757,KAG5473477.1,Leishmania_orientalis
OG0003806,620,KAG5473483.1,Leishmania_orientalis
OG0003673,197,KAG5473487.1,Leishmania_orientalis
OG0002557,625,KAG5473495.1,Leishmania_orientalis
OG0004074,476,KAG5473507.1,Leishmania_orientalis
OG0003352,579,KAG5473519.1,Leishmania_orientalis
OG0003411,635,KAG5473524.1,Leishmania_orientalis
OG0004174,325,KAG5473526.1,Leishmania_orientalis
OG0003735,714,KAG5473531.1,Leishmania_orientalis
OG0003755,1233,KAG5473533.1,Leishmania_orientalis
OG0003040,700,KAG5473535.1,Leishmania_orientalis
OG0002670,409,KAG5473541.1,Leishmania_orientalis
OG0003090,373,KAG5473555.1,Leishmania_orientalis
OG0002627,332,KAG5473561.1,Leishmania_orientalis
OG0003281,753,KAG5473572.1,Leishmania_orientalis
OG0003241,706,KAG5473577.1,Leishmania_orientalis
OG0003187,220,KAG5473620.1,Leishmania_orientalis
OG0002957,486,KAG5473625.1,Leishmania_orientalis
OG0002689,872,KAG5473629.1,Leishmania_orientalis
OG0003530,341,KAG5473630.1,Leishmania_orientalis
OG0003194,700,KAG5473633.1,Leishmania_orientalis
OG0002996,441,KAG5473638.1,Leishmania_orientalis
OG0002652,544,KAG5473641.1,Leishmania_orientalis
OG0002905,568,KAG5473650.1,Leishmania_orientalis
OG0003155,204,KAG5473651.1,Leishmania_orientalis
OG0003079,386,KAG5473652.1,Leishmania_orientalis
OG0004202,161,KAG5473660.1,Leishmania_orientalis
OG0004057,245,KAG5472598.1,Leishmania_orientalis
OG0003659,240,KAG5472602.1,Leishmania_orientalis
OG0003000,420,KAG5472604.1,Leishmania_orientalis
OG0002552,621,KAG5472610.1,Leishmania_orientalis
OG0004052,346,KAG5472612.1,Leishmania_orientalis
OG0003147,299,KAG5472616.1,Leishmania_orientalis
OG0003099,374,KAG5472620.1,Leishmania_orientalis
OG0003076,746,KAG5472626.1,Leishmania_orientalis
OG0003844,852,KAG5472633.1,Leishmania_orientalis
OG0002548,611,KAG5472635.1,Leishmania_orientalis
OG0003017,517,KAG5472641.1,Leishmania_orientalis
OG0003445,488,KAG5472643.1,Leishmania_orientalis
OG0002687,288,KAG5472646.1,Leishmania_orientalis
OG0003020,445,KAG5472647.1,Leishmania_orientalis
OG0002810,1136,KAG5472652.1,Leishmania_orientalis
OG0002672,437,KAG5472654.1,Leishmania_orientalis
OG0002887,605,KAG5472656.1,Leishmania_orientalis
OG0003955,477,KAG5472658.1,Leishmania_orientalis
OG0003889,523,KAG5472659.1,Leishmania_orientalis
OG0003852,477,KAG5472664.1,Leishmania_orientalis
OG0003988,397,KAG5472666.1,Leishmania_orientalis
OG0002776,1137,KAG5472677.1,Leishmania_orientalis
OG0003709,123,KAG5472678.1,Leishmania_orientalis
OG0002748,250,KAG5472684.1,Leishmania_orientalis
OG0004129,233,KAG5472700.1,Leishmania_orientalis
OG0002597,639,KAG5472703.1,Leishmania_orientalis
OG0003224,1022,KAG5472704.1,Leishmania_orientalis
OG0003969,538,KAG5472705.1,Leishmania_orientalis
OG0003644,250,KAG5472707.1,Leishmania_orientalis
OG0003186,203,KAG5472710.1,Leishmania_orientalis
OG0002736,307,KAG5472714.1,Leishmania_orientalis
OG0003251,892,KAG5472719.1,Leishmania_orientalis
OG0002550,525,KAG5472737.1,Leishmania_orientalis
OG0003384,485,KAG5472740.1,Leishmania_orientalis
OG0003028,552,KAG5472745.1,Leishmania_orientalis
OG0003943,492,KAG5472763.1,Leishmania_orientalis
OG0003666,299,KAG5472768.1,Leishmania_orientalis
OG0003853,390,KAG5472769.1,Leishmania_orientalis
OG0002590,461,KAG5472773.1,Leishmania_orientalis
OG0003058,626,KAG5472774.1,Leishmania_orientalis
OG0002641,750,KAG5472775.1,Leishmania_orientalis
OG0003996,469,KAG5472776.1,Leishmania_orientalis
OG0003948,532,KAG5472789.1,Leishmania_orientalis
OG0004031,332,KAG5472792.1,Leishmania_orientalis
OG0003678,208,KAG5472802.1,Leishmania_orientalis
OG0003848,571,KAG5472803.1,Leishmania_orientalis
OG0003585,306,KAG5472820.1,Leishmania_orientalis
OG0002660,371,KAG5472821.1,Leishmania_orientalis
OG0003669,179,KAG5472833.1,Leishmania_orientalis
OG0002623,425,KAG5472837.1,Leishmania_orientalis
OG0004100,336,KAG5472840.1,Leishmania_orientalis
OG0002572,939,KAG5472845.1,Leishmania_orientalis
OG0003990,415,KAG5472848.1,Leishmania_orientalis
OG0003684,215,KAG5472852.1,Leishmania_orientalis
OG0003511,354,KAG5472855.1,Leishmania_orientalis
OG0002665,421,KAG5472859.1,Leishmania_orientalis
OG0003434,408,KAG5472868.1,Leishmania_orientalis
OG0003688,231,KAG5472869.1,Leishmania_orientalis
OG0004123,268,KAG5472872.1,Leishmania_orientalis
OG0003065,274,KAG5472875.1,Leishmania_orientalis
OG0003690,205,KAG5472876.1,Leishmania_orientalis
OG0003850,538,KAG5472877.1,Leishmania_orientalis
OG0004238,104,KAG5472880.1,Leishmania_orientalis
OG0002671,673,KAG5472885.1,Leishmania_orientalis
OG0003928,456,KAG5472886.1,Leishmania_orientalis
OG0003438,387,KAG5472889.1,Leishmania_orientalis
OG0003680,191,KAG5472891.1,Leishmania_orientalis
OG0003631,225,KAG5472894.1,Leishmania_orientalis
OG0004056,321,KAG5472903.1,Leishmania_orientalis
OG0002935,534,KAG5472906.1,Leishmania_orientalis
OG0003546,341,KAG5472910.1,Leishmania_orientalis
OG0003676,212,KAG5472917.1,Leishmania_orientalis
OG0003565,315,KAG5472918.1,Leishmania_orientalis
OG0003420,446,KAG5472919.1,Leishmania_orientalis
OG0004178,141,KAG5472920.1,Leishmania_orientalis
OG0003008,433,KAG5472921.1,Leishmania_orientalis
OG0003423,414,KAG5472923.1,Leishmania_orientalis
OG0004209,141,KAG5472924.1,Leishmania_orientalis
OG0003456,435,KAG5472934.1,Leishmania_orientalis
OG0002953,377,KAG5472935.1,Leishmania_orientalis
OG0002780,975,KAG5472942.1,Leishmania_orientalis
OG0002619,401,KAG5472950.1,Leishmania_orientalis
OG0003541,248,KAG5472954.1,Leishmania_orientalis
OG0003649,247,KAG5472959.1,Leishmania_orientalis
OG0004161,162,KAG5472962.1,Leishmania_orientalis
OG0003685,181,KAG5472966.1,Leishmania_orientalis
OG0003961,388,KAG5472967.1,Leishmania_orientalis
OG0002569,555,KAG5472970.1,Leishmania_orientalis
OG0003284,204,KAG5472971.1,Leishmania_orientalis
OG0002747,224,KAG5472972.1,Leishmania_orientalis
OG0002615,438,KAG5472974.1,Leishmania_orientalis
OG0002876,585,KAG5472975.1,Leishmania_orientalis
OG0003703,856,KAG5472976.1,Leishmania_orientalis
OG0002703,364,KAG5471553.1,Leishmania_orientalis
OG0002706,1185,KAG5471560.1,Leishmania_orientalis
OG0002516,627,KAG5471563.1,Leishmania_orientalis
OG0004223,208,KAG5471566.1,Leishmania_orientalis
OG0004253,859,KAG5471567.1,Leishmania_orientalis
OG0003132,329,KAG5471592.1,Leishmania_orientalis
OG0003626,158,KAG5471623.1,Leishmania_orientalis
OG0002843,2307,KAG5471691.1,Leishmania_orientalis
OG0004096,262,KAG5471693.1,Leishmania_orientalis
OG0003694,157,KAG5471697.1,Leishmania_orientalis
OG0003692,186,KAG5471699.1,Leishmania_orientalis
OG0003144,271,KAG5471701.1,Leishmania_orientalis
OG0003991,461,KAG5471780.1,Leishmania_orientalis
OG0003810,461,KAG5471795.1,Leishmania_orientalis
OG0003963,395,KAG5471812.1,Leishmania_orientalis
OG0003171,263,KAG5471825.1,Leishmania_orientalis
OG0002707,273,KAG5471836.1,Leishmania_orientalis
OG0004208,149,KAG5471839.1,Leishmania_orientalis
OG0003164,529,KAG5471842.1,Leishmania_orientalis
OG0004034,432,KAG5471844.1,Leishmania_orientalis
OG0004148,217,KAG5471866.1,Leishmania_orientalis
OG0003920,347,KAG5469975.1,Leishmania_orientalis
OG0003540,307,KAG5469977.1,Leishmania_orientalis
OG0003457,421,KAG5469978.1,Leishmania_orientalis
OG0002972,527,KAG5469992.1,Leishmania_orientalis
OG0002862,890,KAG5470005.1,Leishmania_orientalis
OG0002858,719,KAG5470011.1,Leishmania_orientalis
OG0003149,287,KAG5470013.1,Leishmania_orientalis
OG0003689,374,KAG5470032.1,Leishmania_orientalis
OG0002898,603,KAG5470034.1,Leishmania_orientalis
OG0004072,282,KAG5470035.1,Leishmania_orientalis
OG0004080,300,KAG5470037.1,Leishmania_orientalis
OG0004150,226,KAG5470039.1,Leishmania_orientalis
OG0004077,313,KAG5470040.1,Leishmania_orientalis
OG0003964,323,KAG5470047.1,Leishmania_orientalis
OG0003789,521,KAG5470060.1,Leishmania_orientalis
OG0003881,499,KAG5470063.1,Leishmania_orientalis
OG0003913,404,KAG5470065.1,Leishmania_orientalis
OG0002886,926,KAG5470072.1,Leishmania_orientalis
OG0002913,538,KAG5470078.1,Leishmania_orientalis
OG0002553,824,KAG5470080.1,Leishmania_orientalis
OG0004175,204,KAG5470083.1,Leishmania_orientalis
OG0004156,188,KAG5470086.1,Leishmania_orientalis
OG0003607,274,KAG5470098.1,Leishmania_orientalis
OG0002945,566,KAG5470109.1,Leishmania_orientalis
OG0003675,271,KAG5470110.1,Leishmania_orientalis
OG0002679,491,KAG5470115.1,Leishmania_orientalis
OG0003112,1112,KAG5470116.1,Leishmania_orientalis
OG0002793,799,KAG5470117.1,Leishmania_orientalis
